약국명,대표전화,도로명주소,지번주소,월요일,화요일,수요일,목요일,금요일,토요일,일요일,공휴일
위례수약국,031-756-0365,"경기도 성남시 수정구 위례서일로 18, 102, 103호 (창곡동, 더존메디칼타워)",,16:00~25:00,16:00~25:00,16:00~25:00,16:00~25:00,16:00~25:00,09:00~25:00,16:00~25:00,16:00~25:00
위성숙모어모아새한양약국,031-407-5823,경기도 안산시 상록구 본삼로 38  (본오동),경기도 안산시 상록구 본오동 872 월드아파트,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00
윤호약국,02-400-0148,"서울특별시 송파구 마천로 311, 윤호약국 (마천동)",,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,10:00~20:00,,
율량큰사랑약국,043-211-0926,충청북도 청주시 청원구 율봉로175번길 10-4  (율량동),충청북도 청주시 청원구 율량동 882,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,09:00~22:30,09:00~22:00
으뜸약국,041-588-7574,"충청남도 천안시 서북구 직산읍 자은가리1길 68, 상가동 104호 (우성아파트)",,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30
은하약국,02-372-1513,"서울특별시 서대문구 명지대3길 1, (남가좌동)",서울특별시 서대문구 남가좌2동 5-178,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,09:00~20:00,,
은혜약국,031-876-7600,"경기도 의정부시 진등로 1, 1층 103호 (녹양동)",경기도 의정부시 녹양동 154-24 1층,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:00,
은혜약국,02-992-9191,서울특별시 도봉구 도봉로118길 11 (창동),서울특별시 도봉구 창1동 661-15,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~18:00,,
이도약국,032-562-8050,"인천광역시 서구 중봉대로 587, 지하2층 (경서동, 홈플러스 청라점)",,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,
이마트약국,031-492-0615,"경기도 안산시 단원구 중앙대로 397, 1층 (신길동, 이마트트레이더스 신길점)",,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,
이수약국,043-851-1644,충청북도 충주시 국원대로 187 (금릉동),,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00
이오당약국,02-577-1711,서울특별시 서초구 동산로6길 38  (양재동),서울특별시 서초구 양재동 341-2,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,09:00~23:00,,
이원약국,02-946-1958,서울특별시 강북구 삼양로 244 (미아동),,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,,08:00~23:00
이진약국,041-531-9474,"충청남도 아산시 배방읍 희망로46번길 45-9, 1층 102호 (정주프라자)",,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~22:00,08:00~18:00,08:00~18:00
이팜약국,051-862-7290,부산광역시 연제구 연수로 89,부산광역시 연제구 연산동 822-7 신세계연제점E마트,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30
이화약국,031-444-3485,"경기도 안양시 동안구 관악대로 129, 202호 (비산동)",,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,09:00~16:00,09:00~17:00,
인계햇살약국,070-4134-2935,경기도 수원시 팔달구 인계로 53,경기도 수원시 팔달구 인계동 871-5 1층,09:00~22:50,09:00~22:50,09:00~22:50,09:00~22:50,09:00~22:50,09:00~22:50,09:00~22:50,09:00~22:50
인하사랑약국,032-872-9094,인천광역시 미추홀구 인하로77번길 6 (용현동),,08:30~24:00,08:30~24:00,08:30~24:00,08:30~24:00,08:30~24:00,10:30~24:00,10:30~24:00,10:30~24:00
인화약국,031-222-7979,"경기도 수원시 권선구 권광로 77, 102호 (권선동)",경기도 수원시 권선구 권선동 1042-9,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00
인화약국,043-263-3770,"충청북도 청주시 서원구 모충로12번길 9-13, 1층 5호 (개신동, 한사랑아파트)",충청북도 청주시 서원구 성화개신죽림동 442-3,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,12:00~23:00,11:00~23:00
일등365약국,031-483-1442,"경기도 안산시 단원구 선이로 20, 1층 102호( 내부적)호 (선부동)",,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30
일등약국,041-858-5533,충청남도 공주시 번영1로 124,충청남도 공주시 신관동 26,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00
일출약국,02-333-3806,"서울특별시 마포구 독막로 85, 1층 (상수동)",,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00
자명약국,02-867-6968,서울특별시 구로구 디지털로 219 (가리봉동),,19:00~23:00,19:00~23:00,19:00~23:00,19:00~23:00,19:00~23:00,20:00~23:00,,
자연약국,064-712-1596,"제주특별자치도 제주시 노연로 90, 1층 (연동)",,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30
자인당약국,02-933-4956,서울특별시 노원구 노해로 508,서울특별시 노원구 노해길 506,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,13:00~21:00,09:00~23:30
잠실착한약국,02-424-1346,"서울특별시 송파구 올림픽로 지하 265, 잠실역2호선 B1 101호 (신천동)",,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,09:00~22:30,,
장수알파약국,02-3487-4233,"서울특별시 서초구 서초중앙로 38, 정원빌딩 1층 (서초동)",,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~22:00,22:00~25:00,22:00~25:00
장수약국,02-843-2843,"서울특별시 영등포구 신풍로 46, (신길동)",서울특별시 영등포구 신길6동 3844,08:00~22:50,08:00~22:50,08:00~22:50,08:00~22:50,08:00~22:50,08:00~22:50,,08:00~22:50
장우약국,031-358-7651,경기도 화성시 우정읍 조암남로 8 (우정읍),,07:30~23:30,07:30~23:30,07:30~23:30,07:30~23:30,07:30~23:30,07:30~23:30,07:00~23:00,07:30~23:30
장춘당약국,054-631-2235,경상북도 영주시 중앙로 95 (영주동),,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00
재창약국,054-434-2678,"경상북도 김천시 김천로 31, (평화동)",경상북도 김천시 평화동 452-38,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00
전승완약국,031-734-6041,"경기도 성남시 중원구 광명로 372, 1층 (금광동)",경기도 성남시 중원구 금광1동 1938,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,08:30~24:00
전주종로약국중화산점,063-226-7585,전라북도 전주시 완산구 백제대로 262 (중화산동2가),,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:00,10:00~22:00,09:00~22:00
정담약국,051-526-7766,"부산광역시 해운대구 선수촌로21번길 37, 홈플러스 부산반여점 1층 (반여동)",,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30
정문온누리약국,02-549-3003,서울특별시 은평구 진흥로 196,서울특별시 은평구 녹번동 117-111,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:30~22:00,08:30~22:00,08:30~22:00
정성약국,051-631-4298,"부산광역시 동구 정공단로 35, 1층 (좌천동)",,09:00~18:00,09:00~24:00,09:00~18:00,09:00~18:00,09:00~24:00,09:00~21:00,09:00~21:00,09:00~17:00
정약국,041-667-7584,충청남도 서산시 안견로 284,충청남도 서산시 읍내동 101-1,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00
정원약국,02-755-5866,"서울특별시 중구 세종대로18길 10, (태평로2가)",서울특별시 중구 태평로2가 52,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,10:00~22:00,,11:00~22:00
정화약국,031-577-8366,"경기도 남양주시 와부읍 덕소로 218, 103,104호 (와부읍)",,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~19:00,,
제당약국,02-821-9417,서울특별시 동작구 국사봉길 97 (상도동),,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~20:00,,
제세약국,031-651-7714,경기도 평택시 조개터로42번길 58 (합정동),,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~24:00
제일그랜드약국,02-546-0093,서울특별시 강남구 강남대로 478,서울특별시 강남구 논현동 200,06:00~30:00,06:00~30:00,06:00~30:00,06:00~30:00,06:00~30:00,06:00~30:00,06:00~30:00,00:00~24:00
제일당약국,031-674-1041,"경기도 안성시 중앙로400번길 19, (동본동)",경기도 안성시 동본동 75,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30
제일약국,031-885-2482,경기도 여주시 세종로 27 (홍문동),,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,,
제정약국,02-874-4360,"서울특별시 관악구 신림로 383, 1층 (신림동)",서울특별시 관악구 신림동 1430-4,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,,,09:00~18:00
조광약국,064-764-4159,제주특별자치도 서귀포시 남원읍 태위로 633,제주특별자치도 서귀포시 남원읍 남원리 1341-1,08:30~23:00,08:30~20:00,08:30~23:00,08:30~20:00,08:30~20:00,08:30~13:00,,
조천약국,064-783-8989,제주특별자치도 제주시 조천읍 신북로 226,제주특별자치도 제주시 조천읍 조천리 2317-6,08:00~23:00,08:00~21:00,08:00~23:00,08:00~21:00,08:00~23:00,08:00~21:00,,
종각호약국,02-6949-0940,"서울특별시 종로구 종로 80-2, 삼양빌딩 1층 (종로2가)",,09:30~23:00,09:30~23:00,09:30~23:00,09:30~23:00,09:30~23:00,09:30~22:00,14:00~20:00,14:00~20:00
종로세명약국,031-431-4044,"경기도 시흥시 정왕대로 220 (정왕동, 우리메디칼센타 106호)",,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,10:00~23:00,
종로세명약국,02-3492-9963,"서울특별시 도봉구 방학로 176, (방학동)",서울특별시 도봉구 방학동 668-5,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,,14:00~23:00
종로약국,031-314-4719,경기도 시흥시 수인로3381번길 32 (신천동),경기도 시흥시 신천동 840-4,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,10:00~22:00,10:00~22:00,09:00~22:00
종로프라자약국,02-736-0806,서울특별시 종로구 자하문로 63,서울특별시 종로구 옥인동 19-33,10:00~22:50,10:00~22:50,10:00~22:50,10:00~22:50,10:00~22:50,10:00~22:50,10:00~22:50,
종로프라자약국,02-2012-1276,"서울특별시 용산구 한강대로23길 55 (한강로3가, 이마트내)",,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:30,10:00~23:00
종원종로약국,062-682-7515,"광주광역시 서구 화개1로 57, 1층 14호 (금호동)",,08:00~24:00,08:00~24:00,08:00~24:00,08:00~24:00,08:00~24:00,08:00~24:00,09:00~23:00,09:00~24:00
주엽1번출구약국,031-911-3111,"경기도 고양시 일산서구 중앙로 1421, NH농협은행 NH금융PLUS 주엽센터 (주엽동)",,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~18:00,12:00~18:00,12:00~18:00
중경당약국,02-2246-1220,"서울특별시 동대문구 장한로 58, 1층 (장안동)",,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,
중문약국,064-739-9687,제주특별자치도 서귀포시 천제연로 200 (중문동),,08:00~24:00,08:00~22:30,08:00~24:00,08:00~22:30,08:00~24:00,08:00~22:30,,08:00~22:30
중앙시장약국,031-443-1681,"경기도 안양시 만안구 안양로 305, 1층(안양동)",경기도 안양시 만안구 안양동 707-1,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30
중앙온누리약국,032-321-7741,"경기도 부천시 소향로 131, 103호(중동,로하스프라자)",경기도 부천시 원미구 중동 1161-3,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,19:00~23:00,11:00~23:00
즐거운약국,062-373-9453,"광주광역시 서구 시청로 13, 1층 104호 (치평동)",,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,12:30~21:30,12:30~21:30
지리산약국,051-506-8361,부산광역시 동래구 아시아드대로228번길 22  (온천동),부산광역시 동래구 온천동 1413-7,09:30~23:00,09:30~23:00,09:30~23:00,09:30~23:00,09:30~23:00,09:30~23:00,09:30~23:00,09:30~23:00
지성약국,051-403-2122,부산광역시 영도구 상리로 1,부산광역시 영도구 동삼3동 1123,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00
지씨지센타약국,042-487-8871,"대전광역시 서구 월평새뜸로4번길 95, 1층 101호 (월평동)",,19:00~24:00,19:00~24:00,19:00~24:00,19:00~24:00,19:00~24:00,,,
지현약국,02-842-6905,서울특별시 영등포구 영등포로 399-5  (신길동),서울특별시 영등포구 신길동 69-17,09:30~23:30,09:30~23:30,09:30~23:30,09:30~23:30,09:30~23:30,09:30~23:30,11:00~23:30,
진영동산약국,055-343-2460,경상남도 김해시 진영읍 진영로 146,경상남도 김해시 진영읍 진영리 255-10,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30
진주플러스약국,055-755-9859,"경상남도 진주시 대신로 304, 지하1층 (상대동)",경상남도 진주시 대신로 304 (상대동) 지하1층,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~23:00
진하온누리약국,031-798-1308,경기도 광주시 곤지암읍 평촌길 36,경기도 광주시 곤지암읍 삼리 134-9,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~15:00,23:00~23:00,09:00~13:00
참사랑약국,032-811-0500,인천광역시 연수구 경원대로 184,인천광역시 연수구 동춘동 926-9,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~24:00,10:00~24:00,10:00~23:00
참약국,070-8163-2488,서울특별시 마포구 와우산로 149 1층,서울특별시 마포구 서교동  327-15 1층,10:30~23:00,10:30~23:00,10:30~23:00,10:30~23:00,10:30~23:00,10:30~23:00,10:30~23:00,10:30~23:00
참조은약국,041-572-0002,충청남도 천안시 서북구 충무로 172 (쌍용동),,08:30~26:00,08:30~26:00,08:30~26:00,08:30~26:00,08:30~26:00,08:30~26:00,08:30~26:00,08:30~26:00
참조은약국,031-725-2274,경기도 성남시 분당구 성남대로925번길 16,경기도 성남시 분당구 야탑동 341,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,,10:00~22:00
참좋은약국,031-395-0365,"경기도 군포시 삼성로 74, 트레이더스 군포점 1층 (부곡동)",,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,
창일약국,032-466-8245,인천광역시 남동구 장승로 38 (만수동),인천광역시 남동구 만수6동 1088-9,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:20
천경약국,031-240-0591,경기도 수원시 팔달구 갓매산로76번길 5,경기도 수원시 팔달구 매산로1가 18,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,07:00~22:00
천수당약국,062-234-8555,"광주광역시 동구 문화전당로35번길 15, (광산동)",광주광역시 동구 광산동 88-9,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00
천안휴게소약국,041-558-3380,충청남도 천안시 동남구 쉼1길 42,충청남도 천안시 동남구 삼룡동 173-1,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~23:30,08:30~23:30,08:30~23:30
철산약국,02-2612-2342,"경기도 광명시 오리로 857, (철산동)","경기도 광명시 철산3동 495번지 3호, 1층.",08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:00~22:30,09:00~19:00,09:00~19:00
청년약국,031-8039-7582,"경기도 성남시 수정구 성남대로 1330, 1층 104호 (태평동)",,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,10:00~22:00,,
청담약국,041-666-2288,"충청남도 서산시 중앙로 135, 1층 (석림동, 비타민빌딩)",,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,,08:30~22:30
청암약국,031-480-4876,"경기도 안산시 단원구 원포공원1로 46, 1층 (초지동, 이마트안산고잔점)",,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00
청주상당약국,043-275-7431,충청북도 청주시 서원구 사직대로 132 (사창동),,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~22:00,09:00~22:00,09:00~22:00
청학약국,031-841-0554,경기도 남양주시 별내면 청학로114번길 10,경기도 남양주시 별내면 청학리 466-9,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,,09:00~22:30,09:00~22:30
초원약국,031-449-5601,경기도 안양시 만안구 안양로 323 (안양동),,09:30~22:30,09:30~22:30,09:30~22:30,09:30~22:30,09:30~22:30,09:30~20:30,14:00~22:30,09:00~23:00
초원온누리약국,02-3436-8743,"서울특별시 광진구 강변역로4길 10, 강변역지너스타워 307호 (구의동)",,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~18:00,,09:00~18:00
춘천대형약국,033-252-7585,강원도 춘천시 동면 한솔만천로 18 (동면),,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00
춘천백화점약국,033-261-8878,"강원도 춘천시 신동면 김유정로 1668, H동 1층",,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00
충무연세약국,041-532-2592,"충청남도 아산시 문화로 379, 나동 101호 (모종동)",,14:00~26:00,14:00~26:00,14:00~26:00,14:00~26:00,14:00~26:00,14:00~26:00,09:00~26:00,
충주프라자약국,043-848-5720,충청북도 충주시 봉계1길 49,충청북도 충주시 칠금동 849,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00
치료의빛예은약국,02-388-9633,"서울특별시 광진구 동일로 74, 1층 102호 (자양동)",,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30
친절한약국,02-421-6251,서울특별시 송파구 올림픽로32길 13 (방이동),,11:00~26:00,11:00~26:00,11:00~26:00,11:00~26:00,11:00~26:00,11:00~26:00,14:00~26:00,14:00~26:00
케어팜약국,031-555-5543,"경기도 남양주시 도농로 24, 지하1층 101호 (다산동, 부영애시앙상가)",,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00
코끼리약국,02-420-2290,"서울특별시 송파구 석촌호수로 78 (잠실동, 1층 30호)",,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,11:00~22:30,11:00~22:30
킴스백화점약국,031-979-8584,"경기도 고양시 덕양구 화신로260번길 51, 현창빌딩 1층 (화정동)",,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,10:00~22:00,14:00~23:00
탑동보룡약국,064-726-4949,"제주특별자치도 제주시 탑동로 24 (삼도이동, 형화빌딩)",제주특별자치도 제주시 삼도2동 1261-13,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00
태광약국,063-463-3571,전라북도 군산시 대학로 414,전라북도 군산시 나운동  870-1,11:00~24:00,11:00~24:00,11:00~24:00,11:00~24:00,11:00~24:00,11:00~24:00,11:00~24:00,11:00~24:00
태광약국,051-754-9921,부산광역시 연제구 과정로164번길 9,부산광역시 연제구 연산9동 469-16,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,13:00~23:00,09:00~23:00
태양약국,032-667-9700,"경기도 부천시 부천로 1, 부천역사쇼핑몰 4층 (심곡본동)",,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00
태종약국,062-654-9975,"광주광역시 남구 봉선중앙로 51, 103호 (봉선동)",,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:00,12:00~22:00,12:00~22:00
태평양약국,02-322-8344,"서울특별시 마포구 홍익로 1, 1층 (서교동)",,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00
태평양약국,031-222-1413,"경기도 화성시 효행로 1069, 1층 105,106호 (진안동, 우성메디아)",,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30
통영서울약국,055-646-8113,"경상남도 통영시 중앙로 334-1, 201호 (무전동)",,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~18:00,09:00~13:00,09:00~18:00
튼튼약국,031-917-7582,"경기도 고양시 일산서구 중앙로 1426 (주엽동, 일송노블레스 208호일부)",,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~18:00,09:00~18:00,09:00~18:00
파랑새약국,02-743-7735,"서울특별시 종로구 대학로 121, 1호, 2호 (명륜4가)",,08:30~22:50,08:30~22:50,08:30~22:50,08:30~22:50,08:30~22:50,08:30~22:50,14:00~22:50,14:00~22:50
판교365약국,031-622-7566,"경기도 성남시 분당구 분당내곡로 117, 101-2호 (백현동)",,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~21:00,10:00~21:00,10:00~21:00
팜프라자수완약국,062-975-2805,광주광역시 광산구 장신로 98,광주광역시 광산구 장덕동 1678 롯데마트롯데마트 1층,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30
팜플러스약국,053-766-9114,"대구광역시 수성구 동대구로 95 (두산동, (홈플러스 대구수성점 지하1층))",,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30
평촌마트약국,031-381-7218,"경기도 안양시 동안구 동안로 162, 지하 1층 (비산동)",경기도 안양시 동안구 비산동 1109-3,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30
평촌종로약국,031-385-9600,"경기도 안양시 동안구 평촌대로 141 (호계동, 트윈프라자 1층)",,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:00,,09:00~21:00
평화약국,031-768-5952,"경기도 광주시 중앙로 85, 1층 (역동, 신흥빌딩)",,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~18:00,,09:00~18:00
포도나무약국,031-8003-2347,"경기도 화성시 동탄중앙로 376, 화성 동탄 이마트 1층 (석우동)",,10:00~22:40,10:00~22:40,10:00~22:40,10:00~22:40,10:00~22:40,10:00~22:40,10:00~22:40,10:00~22:40
프라자약국,042-477-0222,"대전광역시 서구 문예로 19, 스카이빌딩 1층 (탄방동)",,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00
프라자약국,031-296-0102,"경기도 수원시 권선구 수인로 291, 1층 (구운동, 서수원터미널)",,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30
프라자온누리약국,032-207-7573,"경기도 부천시 부천로10번길 14, 1층일부 (심곡동)",,08:00~23:30,08:00~23:30,08:00~23:30,08:00~23:30,08:00~23:30,08:00~23:30,09:00~23:30,09:00~23:30
플러스약국,053-766-9114,대구광역시 수성구 동대구로 95,대구광역시 수성구 두산동 113 홈플러스 대구수성점 지하1층,10:00~22:20,10:00~22:20,10:00~22:20,10:00~22:20,10:00~22:20,10:00~22:20,10:00~22:20,10:00~22:20
플러스약국,031-366-5174,경기도 화성시 향남읍 향남로 402 (향남읍),,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,,
플러스약국,031-850-8231,경기도 의정부시 청사로 38,경기도 의정부시 금오동 475-1 삼성홈프러스 2층,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30
하나로약국,061-723-0313,"전라남도 순천시 연향중앙상가길 29, (연향동)",전라남도 순천시 연향동 1336-2,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,09:00~22:00,09:00~22:00
하나약국,031-318-4613,경기도 시흥시 장곡로37번길 16 (장곡동),,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,,09:00~22:00
하나약국,064-748-2800,"제주특별자치도 제주시 연북로 99, 1층 (연동, 365빌딩)",제주특별자치도 제주시 연동 1373,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,09:00~24:00,09:00~24:00,09:00~24:00
하늘온누리약국,062-575-5690,광주광역시 북구 첨단연신로 105,광주광역시 북구 신용동 735,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,,
하선약국,042-621-7770,대전광역시 대덕구 대전로 1119 (오정동),,07:30~24:00,07:30~24:00,07:30~24:00,07:30~24:00,07:30~24:00,07:30~24:00,07:30~24:00,07:30~24:00
하안종로약국,02-805-8375,"경기도 광명시 범안로 1043 , 1층(원촌빌딩) (하안동)","경기도 광명시 하안동 34-9 원촌빌딩 , 1층(원촌빌딩)",09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,10:00~23:00,09:00~23:00
